"count","city","county","road","number","type","type2","area","area2","GeoJson"
43,"台南市","安南區","東和段","182","都市計畫農業區",110.27,110.27,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23137860226,23.049700127954],[120.23139634937,23.049702913013],[120.23166967933,23.049750856878],[120.23164943825,23.049813812119],[120.23137860226,23.049700127954]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1820000,""ymax"":23.049813812119,""ymin"":23.049700127954,""xmax"":120.23166967933,""xmin"":120.23137860226,""xcenter"":120.23152414079,""ycenter"":23.049756970037}}]}"
44,"台南市","安南區","東和段","183-3","都市計畫農業區",2489.18,2489.18,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23110356405,23.049439461417],[120.2311392138,23.049230846407],[120.23129360338,23.049168052742],[120.23130711271,23.049029989329],[120.23157002721,23.048904178625],[120.23143263475,23.049709223003],[120.23139634937,23.049702913013],[120.23108407394,23.049556886761],[120.23110356405,23.049439461417]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1830000,""ymax"":23.049709223003,""ymin"":23.048904178625,""xmax"":120.23157002721,""xmin"":120.23108407394,""xcenter"":120.23132705058,""ycenter"":23.049306700814}}]}"
45,"台南市","安南區","東和段","183","都市計畫農業區",2489.17,2489.17,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23174016484,23.04882256949],[120.23180295397,23.048830234881],[120.23179483993,23.048905270959],[120.23175178266,23.049344964915],[120.23173065087,23.049564936478],[120.23166967933,23.049750856878],[120.23143263475,23.049709223003],[120.23157002721,23.048904178625],[120.23174016484,23.04882256949]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1830003,""ymax"":23.049750856878,""ymin"":23.04882256949,""xmax"":120.23180295397,""xmin"":120.23143263475,""xcenter"":120.23161779436,""ycenter"":23.049286713184}}]}"
46,"台南市","安南區","東和段","188","都市計畫農業區",19.17,19.17,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23057575143,23.049386352982],[120.23056621582,23.049384834514],[120.23064463938,23.049347187674],[120.2306263136,23.049399602275],[120.23057575143,23.049386352982]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1880000,""ymax"":23.049399602275,""ymin"":23.049347187674,""xmax"":120.23064463938,""xmin"":120.23056621582,""xcenter"":120.2306054276,""ycenter"":23.049373394975}}]}"
1,"臺南市","安南區","東和段","281","都市計畫農業區",,334.21,334.21,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2279836715,23.051716023321],[120.22813954151,23.051766343908],[120.22836261238,23.051841281429],[120.22835264234,23.051869447392],[120.22795624165,23.051830465276],[120.2279836715,23.051716023321]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2810000,""ymax"":23.051869447392,""ymin"":23.051716023321,""xmax"":120.22836261238,""xmin"":120.22795624165,""xcenter"":120.22815942702,""ycenter"":23.051792735356}}]}"
2,"臺南市","安南區","東和段","282","都市計畫農業區",,247.02,247.02,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22795624165,23.051830465276],[120.22835264234,23.051869447392],[120.22832980696,23.051922085018],[120.22793790608,23.051884351538],[120.22795624165,23.051830465276]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2820000,""ymax"":23.051922085018,""ymin"":23.051830465276,""xmax"":120.22835264234,""xmin"":120.22793790608,""xcenter"":120.22814527421,""ycenter"":23.051876275147}}]}"
3,"臺南市","安南區","東和段","283","都市計畫農業區",,1921.72,1921.72,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22793790608,23.051884351538],[120.22832980696,23.051922085018],[120.22814629648,23.052395194881],[120.2278081877,23.052269154281],[120.22793790608,23.051884351538]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2830000,""ymax"":23.052395194881,""ymin"":23.051884351538,""xmax"":120.22832980696,""xmin"":120.2278081877,""xcenter"":120.22806899733,""ycenter"":23.05213977321}}]}"
4,"臺南市","安南區","東和段","284","都市計畫農業區",,2164.19,2164.19,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2278081877,23.052269154281],[120.22814629648,23.052395194881],[120.2284841408,23.052521233479],[120.22847858992,23.052797464314],[120.22773449715,23.052499172843],[120.2278081877,23.052269154281]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2840000,""ymax"":23.052797464314,""ymin"":23.052269154281,""xmax"":120.2284841408,""xmin"":120.22773449715,""xcenter"":120.22810931898,""ycenter"":23.052533309298}}]}"
5,"臺南市","安南區","東和段","284-1","都市計畫農業區",,1587.72,1587.72,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22832980696,23.051922085018],[120.22849593624,23.051940069853],[120.2284841408,23.052521233479],[120.22814629648,23.052395194881],[120.22832980696,23.051922085018]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2840001,""ymax"":23.052521233479,""ymin"":23.051922085018,""xmax"":120.22849593624,""xmin"":120.22814629648,""xcenter"":120.22832111636,""ycenter"":23.052221659248}}]}"
6,"臺南市","安南區","東和段","285","都市計畫農業區",,98.13,98.13,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22835264234,23.051869447392],[120.22849758193,23.051883893984],[120.22849593624,23.051940069853],[120.22832980696,23.051922085018],[120.22835264234,23.051869447392]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2850000,""ymax"":23.051940069853,""ymin"":23.051869447392,""xmax"":120.22849758193,""xmin"":120.22832980696,""xcenter"":120.22841369445,""ycenter"":23.051904758622}}]}"
7,"臺南市","安南區","東和段","286","都市計畫農業區",,23.85,23.85,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22836261238,23.051841281429],[120.22844888466,23.051868935686],[120.22849758193,23.051883893984],[120.22835264234,23.051869447392],[120.22836261238,23.051841281429]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2860000,""ymax"":23.051883893984,""ymin"":23.051841281429,""xmax"":120.22849758193,""xmin"":120.22835264234,""xcenter"":120.22842511213,""ycenter"":23.051862587707}}]}"
8,"臺南市","安南區","東和段","297-1","都市計畫農業區",,17.19,17.19,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22850532089,23.053038277713],[120.22853449874,23.052942735731],[120.22853335622,23.053050191049],[120.22850532089,23.053038277713]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2970001,""ymax"":23.053050191049,""ymin"":23.052942735731,""xmax"":120.22853449874,""xmin"":120.22850532089,""xcenter"":120.22851990981,""ycenter"":23.05299646339}}]}"
9,"臺南市","安南區","東和段","298","都市計畫農業區",,1374.78,1374.78,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22851521023,23.053256927918],[120.2275781245,23.052908624939],[120.22762304982,23.052794759235],[120.22762466152,23.052791086941],[120.228532066,23.053137036708],[120.22853135634,23.053215052796],[120.22851521023,23.053256927918]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2980000,""ymax"":23.053256927918,""ymin"":23.052791086941,""xmax"":120.228532066,""xmin"":120.2275781245,""xcenter"":120.22805509525,""ycenter"":23.053024007429}}]}"
10,"臺南市","安南區","東和段","298-6","都市計畫農業區",,1495.78,1495.78,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22767792432,23.052656407666],[120.22852099406,23.052986341157],[120.22850532089,23.053038277713],[120.22853335622,23.053050191049],[120.22853235488,23.053132867261],[120.228532066,23.053137036708],[120.22762466152,23.052791086941],[120.22767496746,23.052663508211],[120.22767792432,23.052656407666]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2980006,""ymax"":23.053137036708,""ymin"":23.052656407666,""xmax"":120.22853335622,""xmin"":120.22762466152,""xcenter"":120.22807900887,""ycenter"":23.052896722187}}]}"
11,"臺南市","安南區","東和段","298-7","都市計畫農業區",,844.5,844.5,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22770912843,23.052577559165],[120.22853497774,23.052905200359],[120.22853449874,23.052942735731],[120.22852342205,23.05297899267],[120.22852099406,23.052986341157],[120.22767792432,23.052656407666],[120.22770563014,23.052586619823],[120.22770912843,23.052577559165]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2980007,""ymax"":23.052986341157,""ymin"":23.052577559165,""xmax"":120.22853497774,""xmin"":120.22767792432,""xcenter"":120.22810645103,""ycenter"":23.052781950161}}]}"
12,"臺南市","安南區","東和段","298-8","都市計畫農業區",,800.47,800.47,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22773449715,23.052499172843],[120.22847858992,23.052797464314],[120.22853598606,23.052821297457],[120.22853503645,23.052894896176],[120.22853497774,23.052905200359],[120.22770912843,23.052577559165],[120.22770939634,23.052577069785],[120.22773449715,23.052499172843]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2980008,""ymax"":23.052905200359,""ymin"":23.052499172843,""xmax"":120.22853598606,""xmin"":120.22770912843,""xcenter"":120.22812255725,""ycenter"":23.052702186601}}]}"
13,"臺南市","安南區","東和段","299","都市計畫農業區",,2166.49,2166.49,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22851521023,23.053256927918],[120.22848210166,23.053344354343],[120.22847348508,23.053367620022],[120.2284627098,23.053397499468],[120.2284479116,23.053435455648],[120.22750738671,23.053085663382],[120.2275781245,23.052908624939],[120.22851521023,23.053256927918]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2990000,""ymax"":23.053435455648,""ymin"":23.052908624939,""xmax"":120.22851521023,""xmin"":120.22750738671,""xcenter"":120.22801129847,""ycenter"":23.053172040294}}]}"
14,"臺南市","安南區","東和段","299-1","都市計畫農業區",,2166.5,2166.5,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2284479116,23.053435455648],[120.22837660246,23.053619852034],[120.22800532687,23.053497820783],[120.22794193916,23.053455312009],[120.22761189066,23.053310173443],[120.2274949956,23.053259306716],[120.22748845165,23.053244554074],[120.22746435481,23.053192913997],[120.22750738671,23.053085663382],[120.2284479116,23.053435455648]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":2990001,""ymax"":23.053619852034,""ymin"":23.053085663382,""xmax"":120.2284479116,""xmin"":120.22746435481,""xcenter"":120.2279561332,""ycenter"":23.053352757708}}]}"
15,"臺南市","安南區","東和段","302","都市計畫農業區",,799,799,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22787313278,23.053898068085],[120.22788634327,23.053859613522],[120.22830677105,23.054010099602],[120.22845917348,23.054064573851],[120.22845664374,23.054182817538],[120.22784782821,23.05396516888],[120.22787313278,23.053898068085]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":3020000,""ymax"":23.054182817538,""ymin"":23.053859613522,""xmax"":120.22845917348,""xmin"":120.22784782821,""xcenter"":120.22815350084,""ycenter"":23.05402121553}}]}"
16,"臺南市","安南區","東和段","302-1","都市計畫農業區",,911.82,911.82,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22797533918,23.05359581214],[120.22800532687,23.053497820783],[120.22837660246,23.053619852034],[120.22846763541,23.053649737636],[120.22846430982,23.053814592897],[120.22795754198,23.05364822895],[120.22797533918,23.05359581214]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":3020001,""ymax"":23.053814592897,""ymin"":23.053497820783,""xmax"":120.22846763541,""xmin"":120.22795754198,""xcenter"":120.2282125887,""ycenter"":23.05365620684}}]}"
17,"臺南市","安南區","東和段","302-3","都市計畫農業區",,1752.39,1752.39,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22814557838,23.05433488482],[120.22775279982,23.054217409511],[120.2278443257,23.053974965551],[120.22784782821,23.05396516888],[120.22845664374,23.054182817538],[120.22845631571,23.054193856438],[120.22845407625,23.05430768534],[120.22825804929,23.054324884065],[120.22814557838,23.05433488482]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":3020003,""ymax"":23.05433488482,""ymin"":23.05396516888,""xmax"":120.22845664374,""xmin"":120.22775279982,""xcenter"":120.22810472178,""ycenter"":23.05415002685}}]}"
18,"臺南市","安南區","東和段","302-4","都市計畫農業區",,772.68,772.68,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22830677105,23.054010099602],[120.22788634327,23.053859613522],[120.2279003673,23.053817973453],[120.22792194196,23.05375404391],[120.22846174515,23.053938970031],[120.22845917348,23.054064573851],[120.22830677105,23.054010099602]]]]},""properties"":{""縣市"":""臺南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":3020004,""ymax"":23.054064573851,""ymin"":23.05375404391,""xmax"":120.22846174515,""xmin"":120.22788634327,""xcenter"":120.22817404421,""ycenter"":23.05390930888}}]}"
